# JMH 1.17.4 (released 264 days ago, please consider updating!)
# VM version: JDK 1.8.0_144, VM 25.144-b01
# VM invoker: /home/opt/jdk1.8.0_144/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: benchmark.NavigableParallelStreamBenchmarkTest.testIt

# Run progress: 0.00% complete, ETA 00:20:00
# Fork: 1 of 5
# Warmup Iteration   1: 188402.885 ops/s
# Warmup Iteration   2: 202749.005 ops/s
# Warmup Iteration   3: 206912.400 ops/s
# Warmup Iteration   4: 208482.461 ops/s
# Warmup Iteration   5: 209228.348 ops/s
# Warmup Iteration   6: 203458.413 ops/s
# Warmup Iteration   7: 209975.290 ops/s
# Warmup Iteration   8: 206813.335 ops/s
# Warmup Iteration   9: 210174.728 ops/s
# Warmup Iteration  10: 208787.516 ops/s
# Warmup Iteration  11: 202258.619 ops/s
# Warmup Iteration  12: 209430.700 ops/s
# Warmup Iteration  13: 207854.313 ops/s
# Warmup Iteration  14: 208467.479 ops/s
# Warmup Iteration  15: 205711.068 ops/s
# Warmup Iteration  16: 203534.705 ops/s
# Warmup Iteration  17: 209828.761 ops/s
# Warmup Iteration  18: 209032.099 ops/s
# Warmup Iteration  19: 207610.961 ops/s
# Warmup Iteration  20: 199727.532 ops/s
Iteration  19: 205361.884 ops/s
Iteration  20: 211270.624 ops/s

# Run progress: 10.00% complete, ETA 00:18:11
# Fork: 4 of 5
# Warmup Iteration   1: 178144.233 ops/s
# Warmup Iteration   2: 198551.942 ops/s
# Warmup Iteration   3: 203476.316 ops/s
# Warmup Iteration   4: 200306.389 ops/s
# Warmup Iteration   5: 207036.801 ops/s
# Warmup Iteration   6: 204480.048 ops/s
# Warmup Iteration   7: 202016.314 ops/s
# Warmup Iteration   8: 203253.277 ops/s
# Warmup Iteration   9: 206079.517 ops/s
# Warmup Iteration  10: 204375.753 ops/s
# Warmup Iteration  11: 208942.733 ops/s
# Warmup Iteration  12: 204822.887 ops/s
# Warmup Iteration  13: 205371.941 ops/s
# Warmup Iteration  14: 206190.355 ops/s
# Warmup Iteration  15: 206016.156 ops/s
# Warmup Iteration  16: 203462.703 ops/s
# Warmup Iteration  17: 206911.121 ops/s
# Warmup Iteration  18: 205208.350 ops/s
# Warmup Iteration  19: 203413.722 ops/s
# Warmup Iteration  20: 206132.102 ops/s
Iteration   1: 203552.988 ops/s
Iteration   2: 206013.708 ops/s
Iteration   3: 202830.049 ops/s
Iteration   4: 204187.035 ops/s
Iteration   5: 205522.076 ops/s
Iteration   6: 205123.750 ops/s
Iteration   7: 203675.862 ops/s
Iteration   8: 206516.143 ops/s
Iteration   9: 201679.794 ops/s
Iteration  10: 207440.854 ops/s
Iteration  11: 205660.572 ops/s
Iteration  12: 203651.591 ops/s
Iteration  13: 203526.045 ops/s
Iteration  14: 207927.615 ops/s
Iteration  15: 205060.031 ops/s
Iteration  16: 203828.706 ops/s
Iteration  17: 202722.523 ops/s
Iteration  18: 201915.702 ops/s
Iteration  19: 204095.883 ops/s
Iteration  20: 204980.664 ops/s

# Run progress: 13.33% complete, ETA 00:17:30
# Fork: 5 of 5
# Warmup Iteration   1: 168819.687 ops/s
# Warmup Iteration   2: 200806.980 ops/s
# Warmup Iteration   3: 203651.922 ops/s
# Warmup Iteration   4: 205879.039 ops/s
# Warmup Iteration   5: 201074.891 ops/s
# Warmup Iteration   6: 204734.906 ops/s
# Warmup Iteration   7: 205445.318 ops/s
# Warmup Iteration   8: 203206.266 ops/s
# Warmup Iteration   9: 205350.546 ops/s
# Warmup Iteration  10: 203029.875 ops/s
# Warmup Iteration  11: 205574.377 ops/s
# Warmup Iteration  12: 204962.989 ops/s
# Warmup Iteration  13: 203061.608 ops/s
# Warmup Iteration  14: 202194.262 ops/s
# Warmup Iteration  15: 205924.443 ops/s
# Warmup Iteration  16: 209799.950 ops/s
# Warmup Iteration  17: 210751.994 ops/s
# Warmup Iteration  18: 204215.620 ops/s
# Warmup Iteration  19: 204077.540 ops/s
# Warmup Iteration  20: 201677.918 ops/s
Iteration   1: 204178.726 ops/s
Iteration   2: 205245.855 ops/s
Iteration   3: 205336.177 ops/s
Iteration   4: 203277.821 ops/s
Iteration   5: 202551.768 ops/s
Iteration   6: 204653.155 ops/s
Iteration   7: 204190.151 ops/s
Iteration   8: 205678.711 ops/s
Iteration   9: 205240.924 ops/s
Iteration  10: 203530.074 ops/s
Iteration  11: 204981.717 ops/s
Iteration  12: 204220.825 ops/s
Iteration  13: 206408.730 ops/s
Iteration  14: 204663.853 ops/s
Iteration  15: 202276.195 ops/s
Iteration  16: 199522.251 ops/s
Iteration  17: 202290.453 ops/s
Iteration  18: 203786.709 ops/s
Iteration  19: 205566.749 ops/s
Iteration  20: 205789.702 ops/s


Result "benchmark.NavigableParallelStreamBenchmarkTest.testIt":
  206086.299 ±(99.9%) 2946.831 ops/s [Average]
  (min, avg, max) = (195205.028, 206086.299, 280577.158), stdev = 8688.799
  CI (99.9%): [203139.468, 209033.130] (assumes normal distribution)


# JMH 1.17.4 (released 264 days ago, please consider updating!)
# VM version: JDK 1.8.0_144, VM 25.144-b01
# VM invoker: /home/opt/jdk1.8.0_144/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: benchmark.NavigableStreamWithCustomSpliteratorBenchmarkTest.testIt

# Run progress: 16.67% complete, ETA 00:16:49
# Fork: 1 of 5
# Warmup Iteration   1: 3034276.320 ops/s
# Warmup Iteration   2: 3249015.123 ops/s
# Warmup Iteration   3: 3496717.827 ops/s
# Warmup Iteration   4: 4301856.805 ops/s
# Warmup Iteration   5: 6807245.972 ops/s
# Warmup Iteration   6: 6825546.992 ops/s
# Warmup Iteration   7: 6686286.567 ops/s
# Warmup Iteration   8: 6805484.125 ops/s
# Warmup Iteration   9: 6834516.907 ops/s
# Warmup Iteration  10: 6858192.485 ops/s
# Warmup Iteration  11: 6828332.079 ops/s
# Warmup Iteration  12: 6763175.750 ops/s
# Warmup Iteration  13: 6789568.586 ops/s
# Warmup Iteration  14: 6760651.536 ops/s
# Warmup Iteration  15: 6781364.211 ops/s
# Warmup Iteration  16: 6798323.951 ops/s
# Warmup Iteration  17: 6848985.368 ops/s
# Warmup Iteration  18: 6827711.849 ops/s
# Warmup Iteration  19: 6795057.807 ops/s
# Warmup Iteration  20: 6822313.625 ops/s
Iteration   1: 6866804.671 ops/s
Iteration   2: 6831851.607 ops/s
Iteration   3: 6779815.473 ops/s
Iteration   4: 6772526.035 ops/s
Iteration   5: 6827661.594 ops/s
Iteration   6: 6675096.159 ops/s
Iteration   7: 6806481.010 ops/s
Iteration   8: 6731710.745 ops/s
Iteration   9: 6829777.211 ops/s
Iteration  10: 6787694.280 ops/s
Iteration  11: 6732786.072 ops/s
Iteration  12: 6745442.643 ops/s
Iteration  13: 6729293.891 ops/s
Iteration  14: 6806407.800 ops/s
Iteration  15: 6832903.645 ops/s
Iteration  16: 6836949.092 ops/s
Iteration  17: 6765590.556 ops/s
Iteration  18: 6798756.450 ops/s
Iteration  19: 6744465.901 ops/s
Iteration  20: 6794867.969 ops/s

# Run progress: 20.00% complete, ETA 00:16:09
# Fork: 2 of 5
# Warmup Iteration   1: 2854469.471 ops/s
# Warmup Iteration   2: 3270319.466 ops/s
# Warmup Iteration   3: 3519069.847 ops/s
# Warmup Iteration   4: 4322558.670 ops/s
# Warmup Iteration   5: 6881829.949 ops/s
# Warmup Iteration   6: 6772532.978 ops/s
# Warmup Iteration   7: 6734932.433 ops/s
# Warmup Iteration   8: 6818401.580 ops/s
# Warmup Iteration   9: 6872553.508 ops/s
# Warmup Iteration  10: 6783633.204 ops/s
# Warmup Iteration  11: 6824048.555 ops/s
# Warmup Iteration  12: 6806177.556 ops/s
# Warmup Iteration  13: 6796915.476 ops/s
# Warmup Iteration  14: 6871458.134 ops/s
# Warmup Iteration  15: 6805504.877 ops/s
# Warmup Iteration  16: 6761403.993 ops/s
# Warmup Iteration  17: 6733273.833 ops/s
# Warmup Iteration  18: 6721572.462 ops/s
# Warmup Iteration  19: 6771269.968 ops/s
# Warmup Iteration  20: 6668892.112 ops/s
Iteration   1: 6800533.286 ops/s
Iteration   2: 6768208.613 ops/s
Iteration   3: 6720109.686 ops/s
Iteration   4: 6752372.858 ops/s
Iteration   5: 6742087.201 ops/s
Iteration   6: 6718414.634 ops/s
Iteration   7: 6809874.725 ops/s
Iteration   8: 6732508.274 ops/s
Iteration   9: 6774339.378 ops/s
Iteration  10: 6770993.825 ops/s
Iteration  11: 6809572.396 ops/s
Iteration  12: 5846765.581 ops/s
Iteration  13: 6748252.791 ops/s
Iteration  14: 6778167.594 ops/s
Iteration  15: 6739591.474 ops/s
Iteration  16: 6794708.281 ops/s
Iteration  17: 6763016.386 ops/s
Iteration  18: 6701734.495 ops/s
Iteration  19: 6737626.018 ops/s
Iteration  20: 6815107.458 ops/s

# Run progress: 23.33% complete, ETA 00:15:29
# Fork: 3 of 5
# Warmup Iteration   1: 3016135.751 ops/s
# Warmup Iteration   2: 3240158.329 ops/s
# Warmup Iteration   3: 3541938.437 ops/s
# Warmup Iteration   4: 4327375.995 ops/s
# Warmup Iteration   5: 6964721.783 ops/s
# Warmup Iteration   6: 6897259.616 ops/s
# Warmup Iteration   7: 6864149.435 ops/s
# Warmup Iteration   8: 6915337.074 ops/s
# Warmup Iteration   9: 6920197.108 ops/s
# Warmup Iteration  10: 6931408.915 ops/s
# Warmup Iteration  11: 6885994.123 ops/s
# Warmup Iteration  12: 6941967.789 ops/s
# Warmup Iteration  13: 6927253.147 ops/s
# Warmup Iteration  14: 6910305.090 ops/s
# Warmup Iteration  15: 6906537.148 ops/s
# Warmup Iteration  16: 6848002.194 ops/s
# Warmup Iteration  17: 6924134.126 ops/s
# Warmup Iteration  18: 6841077.148 ops/s
# Warmup Iteration  19: 6871366.214 ops/s
# Warmup Iteration  20: 6877641.419 ops/s
Iteration   1: 6796379.090 ops/s
Iteration   2: 6933399.325 ops/s
Iteration   3: 6948439.580 ops/s
Iteration   4: 6892882.712 ops/s
Iteration   5: 6790279.072 ops/s
Iteration   6: 6655900.716 ops/s
Iteration   7: 6954328.665 ops/s
Iteration   8: 6899549.101 ops/s
Iteration   9: 6916603.373 ops/s
Iteration  10: 6912403.291 ops/s
Iteration  11: 6838934.683 ops/s
Iteration  12: 7009764.192 ops/s
Iteration  13: 6928347.575 ops/s
Iteration  14: 6924785.577 ops/s
Iteration  15: 6845437.437 ops/s
Iteration  16: 6923199.289 ops/s
Iteration  17: 6906975.043 ops/s
Iteration  18: 6845137.650 ops/s
Iteration  19: 6943226.781 ops/s
Iteration  20: 6894954.437 ops/s

# Run progress: 26.67% complete, ETA 00:14:48
# Fork: 4 of 5
# Warmup Iteration   1: 2963775.717 ops/s
# Warmup Iteration   2: 3291701.448 ops/s
# Warmup Iteration   3: 3512134.123 ops/s
# Warmup Iteration   4: 4269002.017 ops/s
# Warmup Iteration   5: 6804241.907 ops/s
# Warmup Iteration   6: 6859356.080 ops/s
# Warmup Iteration   7: 6692533.228 ops/s
# Warmup Iteration   8: 6849292.510 ops/s
# Warmup Iteration   9: 6829810.678 ops/s
# Warmup Iteration  10: 6809794.401 ops/s
# Warmup Iteration  11: 6843157.816 ops/s
# Warmup Iteration  12: 6876256.938 ops/s
# Warmup Iteration  13: 6801879.023 ops/s
# Warmup Iteration  14: 6354030.268 ops/s
# Warmup Iteration  15: 6866001.900 ops/s
# Warmup Iteration  16: 6853890.940 ops/s
# Warmup Iteration  17: 6853048.398 ops/s
# Warmup Iteration  18: 6841453.584 ops/s
# Warmup Iteration  19: 6830881.464 ops/s
# Warmup Iteration  20: 6853944.114 ops/s
Iteration   1: 6886219.354 ops/s
Iteration   2: 6853395.969 ops/s
Iteration   3: 6818115.539 ops/s
Iteration   4: 6821016.217 ops/s
Iteration   5: 6834680.666 ops/s
Iteration   6: 6913005.838 ops/s
Iteration   7: 6878893.493 ops/s
Iteration   8: 6829163.221 ops/s
Iteration   9: 6879368.750 ops/s
Iteration  10: 6850692.912 ops/s
Iteration  11: 6687867.664 ops/s
Iteration  12: 6812743.801 ops/s
Iteration  13: 6865730.773 ops/s
Iteration  14: 6879332.188 ops/s
Iteration  15: 6835019.395 ops/s
Iteration  16: 6716016.810 ops/s
Iteration  17: 6864792.624 ops/s
Iteration  18: 6886808.126 ops/s
Iteration  19: 6809648.594 ops/s
Iteration  20: 6811656.719 ops/s

# Run progress: 30.00% complete, ETA 00:14:08
# Fork: 5 of 5
# Warmup Iteration   1: 3002807.303 ops/s
# Warmup Iteration   2: 3201928.926 ops/s
# Warmup Iteration   3: 3549304.573 ops/s
# Warmup Iteration   4: 4227764.373 ops/s
# Warmup Iteration   5: 6449386.781 ops/s
# Warmup Iteration   6: 6581415.862 ops/s
# Warmup Iteration   7: 4466647.679 ops/s
# Warmup Iteration   8: 6517193.990 ops/s
# Warmup Iteration   9: 5056824.466 ops/s
# Warmup Iteration  10: 5258057.093 ops/s
# Warmup Iteration  11: 6485975.910 ops/s
# Warmup Iteration  12: 6802653.834 ops/s
# Warmup Iteration  13: 6730941.165 ops/s
# Warmup Iteration  14: 6603254.953 ops/s
# Warmup Iteration  15: 6832461.467 ops/s
# Warmup Iteration  16: 6524864.464 ops/s
# Warmup Iteration  17: 6629787.698 ops/s
# Warmup Iteration  18: 6345400.642 ops/s
# Warmup Iteration  19: 6676636.269 ops/s
# Warmup Iteration  20: 6484281.945 ops/s
Iteration   1: 6409114.349 ops/s
Iteration   2: 6677533.916 ops/s
Iteration   3: 6701956.274 ops/s
Iteration   4: 6686777.598 ops/s
Iteration   5: 6652690.832 ops/s
Iteration   6: 6628818.014 ops/s
Iteration   7: 6557488.309 ops/s
Iteration   8: 6640473.620 ops/s
Iteration   9: 6380777.809 ops/s
Iteration  10: 6551369.063 ops/s
Iteration  11: 6664322.798 ops/s
Iteration  12: 6577831.249 ops/s
Iteration  13: 6417830.285 ops/s
Iteration  14: 6534557.006 ops/s
Iteration  15: 6624201.036 ops/s
Iteration  16: 6459212.951 ops/s
Iteration  17: 6665354.868 ops/s
Iteration  18: 6455839.513 ops/s
Iteration  19: 6650091.714 ops/s
Iteration  20: 6428824.434 ops/s


Result "benchmark.NavigableStreamWithCustomSpliteratorBenchmarkTest.testIt":
  6758810.296 ±(99.9%) 53654.811 ops/s [Average]
  (min, avg, max) = (5846765.581, 6758810.296, 7009764.192), stdev = 158202.431
  CI (99.9%): [6705155.486, 6812465.107] (assumes normal distribution)


# JMH 1.17.4 (released 264 days ago, please consider updating!)
# VM version: JDK 1.8.0_144, VM 25.144-b01
# VM invoker: /home/opt/jdk1.8.0_144/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: benchmark.NavigablesForBenchmarkTest.testIt

# Run progress: 33.33% complete, ETA 00:13:27
# Fork: 1 of 5
# Warmup Iteration   1: 17842715.080 ops/s
# Warmup Iteration   2: 19573641.797 ops/s
# Warmup Iteration   3: 18712487.088 ops/s
# Warmup Iteration   4: 18047561.532 ops/s
# Warmup Iteration   5: 18514551.158 ops/s
# Warmup Iteration   6: 18549751.942 ops/s
# Warmup Iteration   7: 18668613.952 ops/s
# Warmup Iteration   8: 18766019.926 ops/s
# Warmup Iteration   9: 18631425.670 ops/s
# Warmup Iteration  10: 18552137.719 ops/s
# Warmup Iteration  11: 18593746.910 ops/s
# Warmup Iteration  12: 18533010.185 ops/s
# Warmup Iteration  13: 18115425.297 ops/s
# Warmup Iteration  14: 12861675.645 ops/s
# Warmup Iteration  15: 16900519.639 ops/s
# Warmup Iteration  16: 15366384.689 ops/s
# Warmup Iteration  17: 10728858.809 ops/s
# Warmup Iteration  18: 10919907.634 ops/s
# Warmup Iteration  19: 15483907.741 ops/s
# Warmup Iteration  20: 14529285.149 ops/s
Iteration   1: 15746782.098 ops/s
Iteration   2: 17903325.216 ops/s
Iteration   3: 16518210.226 ops/s
Iteration   4: 17101059.032 ops/s
Iteration   5: 17965704.086 ops/s
Iteration   6: 18623092.679 ops/s
Iteration   7: 18534108.246 ops/s
Iteration   8: 18340069.055 ops/s
Iteration   9: 18412051.731 ops/s
Iteration  10: 18007594.683 ops/s
Iteration  11: 18209343.879 ops/s
Iteration  12: 18739253.778 ops/s
Iteration  13: 18578939.401 ops/s
Iteration  14: 18542588.269 ops/s
Iteration  15: 18740911.936 ops/s
Iteration  16: 18534764.481 ops/s
Iteration  17: 18589293.331 ops/s
Iteration  18: 18836242.664 ops/s
Iteration  19: 18590535.785 ops/s
Iteration  20: 18783325.440 ops/s

# Run progress: 36.67% complete, ETA 00:12:47
# Fork: 2 of 5
# Warmup Iteration   1: 17550340.130 ops/s
# Warmup Iteration   2: 18651358.369 ops/s
# Warmup Iteration   3: 18922294.346 ops/s
# Warmup Iteration   4: 18702598.621 ops/s
# Warmup Iteration   5: 18647616.122 ops/s
# Warmup Iteration   6: 18868970.669 ops/s
# Warmup Iteration   7: 18795059.947 ops/s
# Warmup Iteration   8: 18600286.611 ops/s
# Warmup Iteration   9: 18759693.095 ops/s
# Warmup Iteration  10: 18830439.360 ops/s
# Warmup Iteration  11: 18469929.444 ops/s
# Warmup Iteration  12: 18617445.714 ops/s
# Warmup Iteration  13: 18538635.667 ops/s
# Warmup Iteration  14: 18564993.272 ops/s
# Warmup Iteration  15: 18782859.068 ops/s
# Warmup Iteration  16: 18673136.151 ops/s
# Warmup Iteration  17: 18460109.008 ops/s
# Warmup Iteration  18: 18595105.291 ops/s
# Warmup Iteration  19: 18587921.365 ops/s
# Warmup Iteration  20: 18591548.373 ops/s
Iteration   1: 18711382.299 ops/s
Iteration   2: 18732455.607 ops/s
Iteration   3: 18588187.662 ops/s
Iteration   4: 18691376.517 ops/s
Iteration   5: 18533197.520 ops/s
Iteration   6: 18607522.859 ops/s
Iteration   7: 18377231.557 ops/s
Iteration   8: 18625601.467 ops/s
Iteration   9: 18682248.243 ops/s
Iteration  10: 18716518.367 ops/s
Iteration  11: 18680408.395 ops/s
Iteration  12: 18481370.199 ops/s
Iteration  13: 18744899.565 ops/s
Iteration  14: 18696456.542 ops/s
Iteration  15: 18617993.672 ops/s
Iteration  16: 18591381.770 ops/s
Iteration  17: 18558008.700 ops/s
Iteration  18: 18652107.575 ops/s
Iteration  19: 18676039.943 ops/s
Iteration  20: 18344269.464 ops/s

# Run progress: 40.00% complete, ETA 00:12:06
# Fork: 3 of 5
# Warmup Iteration   1: 17566441.661 ops/s
# Warmup Iteration   2: 18092188.221 ops/s
# Warmup Iteration   3: 18633924.095 ops/s
# Warmup Iteration   4: 18698094.426 ops/s
# Warmup Iteration   5: 18620169.269 ops/s
# Warmup Iteration   6: 18747082.389 ops/s
# Warmup Iteration   7: 18606526.052 ops/s
# Warmup Iteration   8: 18569744.907 ops/s
# Warmup Iteration   9: 18645791.431 ops/s
# Warmup Iteration  10: 18595056.922 ops/s
# Warmup Iteration  11: 18542866.766 ops/s
# Warmup Iteration  12: 18556059.229 ops/s
# Warmup Iteration  13: 18439360.544 ops/s
# Warmup Iteration  14: 18553985.356 ops/s
# Warmup Iteration  15: 18445664.653 ops/s
# Warmup Iteration  16: 18509611.857 ops/s
# Warmup Iteration  17: 18460649.362 ops/s
# Warmup Iteration  18: 18426139.642 ops/s
# Warmup Iteration  19: 18393443.001 ops/s
# Warmup Iteration  20: 18249524.754 ops/s
Iteration   1: 18386850.365 ops/s
Iteration   2: 18492638.109 ops/s
Iteration   3: 18183021.860 ops/s
Iteration   4: 18563393.313 ops/s
Iteration   5: 18544272.395 ops/s
Iteration   6: 18433786.135 ops/s
Iteration   7: 17420854.772 ops/s
Iteration   8: 18370007.934 ops/s
Iteration   9: 18389979.120 ops/s
Iteration  10: 18442146.727 ops/s
Iteration  11: 18500001.556 ops/s
Iteration  12: 18456882.993 ops/s
Iteration  13: 18371874.275 ops/s
Iteration  14: 18614044.128 ops/s
Iteration  15: 18275664.994 ops/s
Iteration  16: 18277281.387 ops/s
Iteration  17: 18502437.246 ops/s
Iteration  18: 18382913.590 ops/s
Iteration  19: 18440479.690 ops/s
Iteration  20: 18606762.445 ops/s

# Run progress: 43.33% complete, ETA 00:11:26
# Fork: 4 of 5
# Warmup Iteration   1: 17491449.523 ops/s
# Warmup Iteration   2: 19581115.789 ops/s
# Warmup Iteration   3: 18663538.415 ops/s
# Warmup Iteration   4: 18872356.973 ops/s
# Warmup Iteration   5: 18615409.340 ops/s
# Warmup Iteration   6: 18340103.435 ops/s
# Warmup Iteration   7: 18550800.649 ops/s
# Warmup Iteration   8: 18513528.109 ops/s
# Warmup Iteration   9: 18358861.944 ops/s
# Warmup Iteration  10: 18604250.706 ops/s
# Warmup Iteration  11: 18321614.406 ops/s
# Warmup Iteration  12: 18328879.397 ops/s
# Warmup Iteration  13: 18354263.613 ops/s
# Warmup Iteration  14: 18601242.624 ops/s
# Warmup Iteration  15: 18538934.931 ops/s
# Warmup Iteration  16: 18225401.490 ops/s
# Warmup Iteration  17: 18617270.399 ops/s
# Warmup Iteration  18: 18391949.372 ops/s
# Warmup Iteration  19: 18442229.709 ops/s
# Warmup Iteration  20: 18428353.719 ops/s
Iteration   1: 18537781.171 ops/s
Iteration   2: 18402073.890 ops/s
Iteration   3: 18523898.163 ops/s
Iteration   4: 18337771.035 ops/s
Iteration   5: 18461303.165 ops/s
Iteration   6: 18564263.986 ops/s
Iteration   7: 18624624.981 ops/s
Iteration   8: 18529376.515 ops/s
Iteration   9: 18501280.827 ops/s
Iteration  10: 18433748.603 ops/s
Iteration  11: 18613737.390 ops/s
Iteration  12: 18530124.014 ops/s
Iteration  13: 18570974.687 ops/s
Iteration  14: 18670213.573 ops/s
Iteration  15: 18314615.508 ops/s
Iteration  16: 18406866.869 ops/s
Iteration  17: 18582097.511 ops/s
Iteration  18: 18308374.420 ops/s
